"","query","rankname","taxname"
"728","1649775","genus","Bruchidius"
"729","1649775","species","Bruchidius siliquastri"
"730","320735","no rank","cellular organisms"
"731","320735","superkingdom","Eukaryota"
"732","320735","no rank","Opisthokonta"
"733","320735","kingdom","Metazoa"
"734","320735","no rank","Eumetazoa"
"735","320735","no rank","Bilateria"
"736","320735","no rank","Protostomia"
"737","320735","no rank","Ecdysozoa"
"738","320735","no rank","Panarthropoda"
"739","320735","phylum","Arthropoda"
"740","320735","no rank","Mandibulata"
"741","320735","no rank","Pancrustacea"
"742","320735","subphylum","Crustacea"
"743","320735","class","Malacostraca"
"744","320735","subclass","Eumalacostraca"
"745","320735","superorder","Eucarida"
"746","320735","order","Decapoda"
"747","320735","suborder","Pleocyemata"
"748","320735","infraorder","Brachyura"
"749","320735","no rank","Eubrachyura"
"750","320735","no rank","Heterotremata"
"751","320735","superfamily","Potamoidea"
"752","320735","family","Potamidae"
"753","320735","genus","Candidiopotamon"
"754","320735","species","Candidiopotamon rathbunae"
"755","237381","no rank","cellular organisms"
"756","237381","superkingdom","Eukaryota"
"757","237381","no rank","Opisthokonta"
"758","237381","kingdom","Metazoa"
"759","237381","no rank","Eumetazoa"
"760","237381","no rank","Bilateria"
"761","237381","no rank","Protostomia"
"762","237381","no rank","Ecdysozoa"
"763","237381","no rank","Panarthropoda"
"764","237381","phylum","Arthropoda"
"765","237381","no rank","Mandibulata"
"766","237381","no rank","Pancrustacea"
"767","237381","superclass","Hexapoda"
"768","237381","class","Insecta"
"769","237381","no rank","Dicondylia"
"770","237381","no rank","Pterygota"
"771","237381","subclass","Neoptera"
"772","237381","infraclass","Paraneoptera"
"773","237381","order","Hemiptera"
"774","237381","no rank","Euhemiptera"
"775","237381","no rank","Neohemiptera"
"776","237381","no rank","Prosorrhyncha"
"777","237381","no rank","Heteroptera"
"778","237381","no rank","Euheteroptera"
"779","237381","no rank","Neoheteroptera"
"780","237381","no rank","Panheteroptera"
"781","237381","no rank","Pentatomomorpha"
"782","237381","superfamily","Lygaeoidea"
"783","237381","family","Lygaeidae"
"784","237381","subfamily","Lygaeinae"
"785","237381","genus","Neacoryphus"
"786","237381","species","Neacoryphus sp. WCW-2003"
"787","560922","no rank","cellular organisms"
"788","560922","superkingdom","Eukaryota"
"789","560922","no rank","Opisthokonta"
"790","560922","kingdom","Metazoa"
"791","560922","no rank","Eumetazoa"
"792","560922","no rank","Bilateria"
"793","560922","no rank","Protostomia"
"794","560922","no rank","Ecdysozoa"
"795","560922","no rank","Panarthropoda"
"796","560922","phylum","Arthropoda"
"797","560922","no rank","Mandibulata"
"798","560922","no rank","Pancrustacea"
"799","560922","superclass","Hexapoda"
"800","560922","class","Insecta"
"801","560922","no rank","Dicondylia"
"802","560922","no rank","Pterygota"
"803","560922","subclass","Neoptera"
"804","560922","infraclass","Endopterygota"
"805","560922","no rank","Neuropterida"
"806","560922","order","Neuroptera"
"807","560922","family","Nymphidae"
"808","560922","genus","Nymphes"
"809","560922","species","Nymphes myrmeleonoides"
"810","1150359","no rank","cellular organisms"
"811","1150359","superkingdom","Eukaryota"
"812","1150359","no rank","Opisthokonta"
"813","1150359","kingdom","Metazoa"
"814","1150359","no rank","Eumetazoa"
"815","1150359","no rank","Bilateria"
"816","1150359","no rank","Protostomia"
"817","1150359","no rank","Ecdysozoa"
"818","1150359","no rank","Panarthropoda"
"819","1150359","phylum","Arthropoda"
"820","1150359","no rank","Mandibulata"
"821","1150359","no rank","Pancrustacea"
"822","1150359","superclass","Hexapoda"
"823","1150359","class","Insecta"
"824","1150359","no rank","Dicondylia"
"825","1150359","no rank","Pterygota"
"826","1150359","subclass","Neoptera"
"827","1150359","infraclass","Endopterygota"
"828","1150359","order","Coleoptera"
"829","1150359","suborder","Polyphaga"
"830","1150359","infraorder","Staphyliniformia"
"831","1150359","superfamily","Staphylinoidea"
"832","1150359","family","Leiodidae"
"833","1150359","subfamily","Cholevinae"
"834","1150359","genus","Cantabrogeus"
"835","1150359","species","Cantabrogeus nadali"
"836","1150358","no rank","cellular organisms"
"837","1150358","superkingdom","Eukaryota"
"838","1150358","no rank","Opisthokonta"
"839","1150358","kingdom","Metazoa"
"840","1150358","no rank","Eumetazoa"
"841","1150358","no rank","Bilateria"
"842","1150358","no rank","Protostomia"
"843","1150358","no rank","Ecdysozoa"
"844","1150358","no rank","Panarthropoda"
"845","1150358","phylum","Arthropoda"
"846","1150358","no rank","Mandibulata"
"847","1150358","no rank","Pancrustacea"
"848","1150358","superclass","Hexapoda"
"849","1150358","class","Insecta"
"850","1150358","no rank","Dicondylia"
"851","1150358","no rank","Pterygota"
"852","1150358","subclass","Neoptera"
"853","1150358","infraclass","Endopterygota"
"854","1150358","order","Coleoptera"
"855","1150358","suborder","Polyphaga"
"856","1150358","infraorder","Staphyliniformia"
"857","1150358","superfamily","Staphylinoidea"
"858","1150358","family","Leiodidae"
"859","1150358","subfamily","Cholevinae"
"860","1150358","genus","Cantabrogeus"
"861","1150358","species","Cantabrogeus luquei"
"862","1150357","no rank","cellular organisms"
"863","1150357","superkingdom","Eukaryota"
"864","1150357","no rank","Opisthokonta"
"865","1150357","kingdom","Metazoa"
"866","1150357","no rank","Eumetazoa"
"867","1150357","no rank","Bilateria"
"868","1150357","no rank","Protostomia"
"869","1150357","no rank","Ecdysozoa"
"870","1150357","no rank","Panarthropoda"
"871","1150357","phylum","Arthropoda"
"872","1150357","no rank","Mandibulata"
"873","1150357","no rank","Pancrustacea"
"874","1150357","superclass","Hexapoda"
"875","1150357","class","Insecta"
"876","1150357","no rank","Dicondylia"
"877","1150357","no rank","Pterygota"
"878","1150357","subclass","Neoptera"
"879","1150357","infraclass","Endopterygota"
"880","1150357","order","Coleoptera"
"881","1150357","suborder","Polyphaga"
"882","1150357","infraorder","Staphyliniformia"
"883","1150357","superfamily","Staphylinoidea"
"884","1150357","family","Leiodidae"
"885","1150357","subfamily","Cholevinae"
"886","1150357","genus","Cantabrogeus"
"887","1150357","species","Cantabrogeus fresnedai"
"888","1001249","no rank","cellular organisms"
"889","1001249","superkingdom","Eukaryota"
"890","1001249","no rank","Opisthokonta"
"891","1001249","kingdom","Metazoa"
"892","1001249","no rank","Eumetazoa"
"893","1001249","no rank","Bilateria"
"894","1001249","no rank","Protostomia"
"895","1001249","no rank","Ecdysozoa"
"896","1001249","no rank","Panarthropoda"
"897","1001249","phylum","Arthropoda"
"898","1001249","no rank","Mandibulata"
"899","1001249","no rank","Pancrustacea"
"900","1001249","superclass","Hexapoda"
"901","1001249","class","Insecta"
"902","1001249","no rank","Dicondylia"
"903","1001249","no rank","Pterygota"
"904","1001249","subclass","Neoptera"
"905","1001249","infraclass","Paraneoptera"
"906","1001249","order","Hemiptera"
"907","1001249","no rank","Euhemiptera"
"908","1001249","no rank","Neohemiptera"
"909","1001249","no rank","Prosorrhyncha"
"910","1001249","no rank","Heteroptera"
"911","1001249","no rank","Euheteroptera"
"912","1001249","no rank","Neoheteroptera"
"913","1001249","no rank","Panheteroptera"
"914","1001249","no rank","Cimicomorpha"
"915","1001249","superfamily","Cimicoidea"
"916","1001249","family","Miridae"
"917","1001249","subfamily","Phylinae"
"918","1001249","tribe","Leucophoropterini"
"919","1001249","genus","Ausejanus"
"920","1001249","species","Ausejanus tasmaniae"
"921","1001247","no rank","cellular organisms"
"922","1001247","superkingdom","Eukaryota"
"923","1001247","no rank","Opisthokonta"
"924","1001247","kingdom","Metazoa"
"925","1001247","no rank","Eumetazoa"
"926","1001247","no rank","Bilateria"
"927","1001247","no rank","Protostomia"
"928","1001247","no rank","Ecdysozoa"
"929","1001247","no rank","Panarthropoda"
"930","1001247","phylum","Arthropoda"
"931","1001247","no rank","Mandibulata"
"932","1001247","no rank","Pancrustacea"
"933","1001247","superclass","Hexapoda"
"934","1001247","class","Insecta"
"935","1001247","no rank","Dicondylia"
"936","1001247","no rank","Pterygota"
"937","1001247","subclass","Neoptera"
"938","1001247","infraclass","Paraneoptera"
"939","1001247","order","Hemiptera"
"940","1001247","no rank","Euhemiptera"
"941","1001247","no rank","Neohemiptera"
"942","1001247","no rank","Prosorrhyncha"
"943","1001247","no rank","Heteroptera"
"944","1001247","no rank","Euheteroptera"
"945","1001247","no rank","Neoheteroptera"
"946","1001247","no rank","Panheteroptera"
"947","1001247","no rank","Cimicomorpha"
"948","1001247","superfamily","Cimicoidea"
"949","1001247","family","Miridae"
"950","1001247","subfamily","Phylinae"
"951","1001247","tribe","Leucophoropterini"
"952","1001247","genus","Ausejanus"
"953","1001247","species","Ausejanus mcdonaldi"
"954","1001259","no rank","cellular organisms"
"955","1001259","superkingdom","Eukaryota"
"956","1001259","no rank","Opisthokonta"
"957","1001259","kingdom","Metazoa"
"958","1001259","no rank","Eumetazoa"
"959","1001259","no rank","Bilateria"
"960","1001259","no rank","Protostomia"
"961","1001259","no rank","Ecdysozoa"
"962","1001259","no rank","Panarthropoda"
"963","1001259","phylum","Arthropoda"
"964","1001259","no rank","Mandibulata"
"965","1001259","no rank","Pancrustacea"
"966","1001259","superclass","Hexapoda"
"967","1001259","class","Insecta"
"968","1001259","no rank","Dicondylia"
"969","1001259","no rank","Pterygota"
"970","1001259","subclass","Neoptera"
"971","1001259","infraclass","Paraneoptera"
"972","1001259","order","Hemiptera"
"973","1001259","no rank","Euhemiptera"
"974","1001259","no rank","Neohemiptera"
"975","1001259","no rank","Prosorrhyncha"
"976","1001259","no rank","Heteroptera"
"977","1001259","no rank","Euheteroptera"
"978","1001259","no rank","Neoheteroptera"
"979","1001259","no rank","Panheteroptera"
"980","1001259","no rank","Cimicomorpha"
"981","1001259","superfamily","Cimicoidea"
"982","1001259","family","Miridae"
"983","1001259","subfamily","Phylinae"
"984","1001259","tribe","Leucophoropterini"
"985","1001259","genus","Ausejanus"
"986","1001259","species","Ausejanus tiramisu"
"987","432970","no rank","cellular organisms"
"988","432970","superkingdom","Eukaryota"
"989","432970","no rank","Opisthokonta"
"990","432970","kingdom","Metazoa"
"991","432970","no rank","Eumetazoa"
"992","432970","no rank","Bilateria"
"993","432970","no rank","Protostomia"
"994","432970","no rank","Ecdysozoa"
"995","432970","no rank","Panarthropoda"
"996","432970","phylum","Arthropoda"
"997","432970","no rank","Mandibulata"
"998","432970","no rank","Pancrustacea"
"999","432970","superclass","Hexapoda"
"1000","432970","class","Insecta"
"1001","432970","no rank","Dicondylia"
"1002","432970","no rank","Pterygota"
"1003","432970","subclass","Neoptera"
"1004","432970","infraclass","Endopterygota"
"1005","432970","order","Coleoptera"
"1006","432970","suborder","Polyphaga"
"1007","432970","infraorder","Cucujiformia"
"1008","432970","superfamily","Tenebrionoidea"
"1009","432970","family","Tenebrionidae"
"1010","432970","subfamily","Tenebrioninae"
"1011","432970","genus","Uloma"
"1012","432970","species","Uloma sp. UPOL ZL0016"
"1013","764624","no rank","cellular organisms"
"1014","764624","superkingdom","Eukaryota"
"1015","764624","no rank","Opisthokonta"
"1016","764624","kingdom","Metazoa"
"1017","764624","no rank","Eumetazoa"
"1018","764624","no rank","Bilateria"
"1019","764624","no rank","Protostomia"
"1020","764624","no rank","Ecdysozoa"
"1021","764624","no rank","Panarthropoda"
"1022","764624","phylum","Arthropoda"
"1023","764624","no rank","Mandibulata"
"1024","764624","no rank","Pancrustacea"
"1025","764624","superclass","Hexapoda"
"1026","764624","class","Insecta"
"1027","764624","no rank","Dicondylia"
"1028","764624","no rank","Pterygota"
"1029","764624","subclass","Neoptera"
"1030","764624","infraclass","Endopterygota"
"1031","764624","order","Coleoptera"
"1032","764624","suborder","Polyphaga"
"1033","764624","infraorder","Cucujiformia"
"1034","764624","superfamily","Cucujoidea"
"1035","764624","family","Endomychidae"
"1036","764624","genus","Mycetina"
"1037","764624","species","Mycetina trimaculata"
"1038","798236","no rank","cellular organisms"
"1039","798236","superkingdom","Eukaryota"
"1040","798236","no rank","Opisthokonta"
"1041","798236","kingdom","Metazoa"
"1042","798236","no rank","Eumetazoa"
"1043","798236","no rank","Bilateria"
"1044","798236","no rank","Protostomia"
"1045","798236","no rank","Ecdysozoa"
"1046","798236","no rank","Panarthropoda"
"1047","798236","phylum","Arthropoda"
"1048","798236","no rank","Mandibulata"
"1049","798236","no rank","Pancrustacea"
"1050","798236","superclass","Hexapoda"
"1051","798236","class","Insecta"
"1052","798236","no rank","Dicondylia"
"1053","798236","no rank","Pterygota"
"1054","798236","subclass","Neoptera"
"1055","798236","infraclass","Paraneoptera"
"1056","798236","order","Hemiptera"
"1057","798236","no rank","Euhemiptera"
"1058","798236","no rank","Neohemiptera"
"1059","798236","no rank","Prosorrhyncha"
"1060","798236","no rank","Heteroptera"
"1061","798236","no rank","Euheteroptera"
"1062","798236","no rank","Neoheteroptera"
"1063","798236","no rank","Panheteroptera"
"1064","798236","no rank","Cimicomorpha"
"1065","798236","superfamily","Cimicoidea"
"1066","798236","family","Miridae"
"1067","798236","subfamily","Phylinae"
"1068","798236","tribe","Leucophoropterini"
"1069","798236","no rank","unclassified Leucophoropterini"
"1070","798236","species","Leucophoropterini sp. SLS-2010"
"1071","528095","no rank","cellular organisms"
"1072","528095","superkingdom","Eukaryota"
"1073","528095","no rank","Opisthokonta"
"1074","528095","kingdom","Metazoa"
"1075","528095","no rank","Eumetazoa"
"1076","528095","no rank","Bilateria"
"1077","528095","no rank","Protostomia"
"1078","528095","no rank","Ecdysozoa"
"1079","528095","no rank","Panarthropoda"
"1080","528095","phylum","Arthropoda"
"1081","528095","no rank","Mandibulata"
"1082","528095","no rank","Pancrustacea"
"1083","528095","superclass","Hexapoda"
"1084","528095","class","Insecta"
"1085","528095","no rank","Dicondylia"
"1086","528095","no rank","Pterygota"
"1087","528095","subclass","Neoptera"
"1088","528095","infraclass","Paraneoptera"
"1089","528095","order","Hemiptera"
"1090","528095","no rank","Euhemiptera"
"1091","528095","no rank","Neohemiptera"
"1092","528095","no rank","Prosorrhyncha"
"1093","528095","no rank","Heteroptera"
"1094","528095","no rank","Euheteroptera"
"1095","528095","no rank","Neoheteroptera"
"1096","528095","no rank","Panheteroptera"
"1097","528095","no rank","Cimicomorpha"
"1098","528095","superfamily","Cimicoidea"
"1099","528095","family","Miridae"
"1100","528095","subfamily","Phylinae"
"1101","528095","tribe","Leucophoropterini"
"1102","528095","no rank","unclassified Leucophoropterini"
"1103","528095","species","Leucophoropterini sp. S453"
"1104","302812","no rank","cellular organisms"
"1105","302812","superkingdom","Eukaryota"
"1106","302812","no rank","Opisthokonta"
"1107","302812","kingdom","Metazoa"
"1108","302812","no rank","Eumetazoa"
"1109","302812","no rank","Bilateria"
"1110","302812","no rank","Protostomia"
"1111","302812","no rank","Ecdysozoa"
"1112","302812","no rank","Panarthropoda"
"1113","302812","phylum","Arthropoda"
"1114","302812","no rank","Mandibulata"
"1115","302812","no rank","Pancrustacea"
"1116","302812","superclass","Hexapoda"
