"","query","rankname","taxname"
"38860","327824","no rank","Percomorphaceae"
"38861","327824","no rank","Eupercaria"
"38862","327824","order","Perciformes"
"38863","327824","suborder","Serranoidei"
"38864","327824","family","Serranidae"
"38865","327824","subfamily","Epinephelinae"
"38866","327824","tribe","Grammistini"
"38867","327824","genus","Suttonia"
"38868","327824","species","Suttonia sp. UKNHM-BRC T805"
"38869","162300","no rank","cellular organisms"
"38870","162300","superkingdom","Eukaryota"
"38871","162300","no rank","Opisthokonta"
"38872","162300","kingdom","Metazoa"
"38873","162300","no rank","Eumetazoa"
"38874","162300","no rank","Bilateria"
"38875","162300","no rank","Deuterostomia"
"38876","162300","phylum","Chordata"
"38877","162300","subphylum","Craniata"
"38878","162300","no rank","Vertebrata"
"38879","162300","no rank","Gnathostomata"
"38880","162300","no rank","Teleostomi"
"38881","162300","no rank","Euteleostomi"
"38882","162300","superclass","Actinopterygii"
"38883","162300","class","Actinopteri"
"38884","162300","subclass","Neopterygii"
"38885","162300","infraclass","Teleostei"
"38886","162300","no rank","Osteoglossocephalai"
"38887","162300","no rank","Clupeocephala"
"38888","162300","no rank","Euteleosteomorpha"
"38889","162300","no rank","Neoteleostei"
"38890","162300","no rank","Eurypterygia"
"38891","162300","no rank","Ctenosquamata"
"38892","162300","no rank","Acanthomorphata"
"38893","162300","no rank","Euacanthomorphacea"
"38894","162300","no rank","Percomorphaceae"
"38895","162300","no rank","Eupercaria"
"38896","162300","order","Perciformes"
"38897","162300","suborder","Serranoidei"
"38898","162300","family","Serranidae"
"38899","162300","subfamily","Epinephelinae"
"38900","162300","tribe","Epinephelini"
"38901","162300","genus","Epinephelus"
"38902","162300","species","Epinephelus malabaricus"
"38903","91743","no rank","cellular organisms"
"38904","91743","superkingdom","Eukaryota"
"38905","91743","no rank","Opisthokonta"
"38906","91743","kingdom","Metazoa"
"38907","91743","no rank","Eumetazoa"
"38908","91743","no rank","Bilateria"
"38909","91743","no rank","Deuterostomia"
"38910","91743","phylum","Chordata"
"38911","91743","subphylum","Craniata"
"38912","91743","no rank","Vertebrata"
"38913","91743","no rank","Gnathostomata"
"38914","91743","no rank","Teleostomi"
"38915","91743","no rank","Euteleostomi"
"38916","91743","superclass","Actinopterygii"
"38917","91743","class","Actinopteri"
"38918","91743","subclass","Neopterygii"
"38919","91743","infraclass","Teleostei"
"38920","91743","no rank","Osteoglossocephalai"
"38921","91743","no rank","Clupeocephala"
"38922","91743","no rank","Euteleosteomorpha"
"38923","91743","no rank","Neoteleostei"
"38924","91743","no rank","Eurypterygia"
"38925","91743","no rank","Ctenosquamata"
"38926","91743","no rank","Acanthomorphata"
"38927","91743","no rank","Euacanthomorphacea"
"38928","91743","no rank","Percomorphaceae"
"38929","91743","no rank","Eupercaria"
"38930","91743","order","Perciformes"
"38931","91743","suborder","Serranoidei"
"38932","91743","family","Serranidae"
"38933","91743","subfamily","Epinephelinae"
"38934","91743","tribe","Epinephelini"
"38935","91743","genus","Cephalopholis"
"38936","91743","species","Cephalopholis boenak"
"38937","319430","no rank","cellular organisms"
"38938","319430","superkingdom","Eukaryota"
"38939","319430","no rank","Opisthokonta"
"38940","319430","kingdom","Metazoa"
"38941","319430","no rank","Eumetazoa"
"38942","319430","no rank","Bilateria"
"38943","319430","no rank","Deuterostomia"
"38944","319430","phylum","Chordata"
"38945","319430","subphylum","Craniata"
"38946","319430","no rank","Vertebrata"
"38947","319430","no rank","Gnathostomata"
"38948","319430","no rank","Teleostomi"
"38949","319430","no rank","Euteleostomi"
"38950","319430","superclass","Actinopterygii"
"38951","319430","class","Actinopteri"
"38952","319430","subclass","Neopterygii"
"38953","319430","infraclass","Teleostei"
"38954","319430","no rank","Osteoglossocephalai"
"38955","319430","no rank","Clupeocephala"
"38956","319430","no rank","Euteleosteomorpha"
"38957","319430","no rank","Neoteleostei"
"38958","319430","no rank","Eurypterygia"
"38959","319430","no rank","Ctenosquamata"
"38960","319430","no rank","Acanthomorphata"
"38961","319430","no rank","Euacanthomorphacea"
"38962","319430","no rank","Percomorphaceae"
"38963","319430","no rank","Eupercaria"
"38964","319430","order","Lophiiformes"
"38965","319430","suborder","Lophioidei"
"38966","319430","family","Lophiidae"
"38967","319430","genus","Lophiodes"
"38968","319430","species","Lophiodes spilurus"
"38969","317497","no rank","cellular organisms"
"38970","317497","superkingdom","Eukaryota"
"38971","317497","no rank","Opisthokonta"
"38972","317497","kingdom","Metazoa"
"38973","317497","no rank","Eumetazoa"
"38974","317497","no rank","Bilateria"
"38975","317497","no rank","Deuterostomia"
"38976","317497","phylum","Chordata"
"38977","317497","subphylum","Craniata"
"38978","317497","no rank","Vertebrata"
"38979","317497","no rank","Gnathostomata"
"38980","317497","no rank","Teleostomi"
"38981","317497","no rank","Euteleostomi"
"38982","317497","superclass","Actinopterygii"
"38983","317497","class","Actinopteri"
"38984","317497","subclass","Neopterygii"
"38985","317497","infraclass","Teleostei"
"38986","317497","no rank","Osteoglossocephalai"
"38987","317497","no rank","Clupeocephala"
"38988","317497","no rank","Euteleosteomorpha"
"38989","317497","no rank","Neoteleostei"
"38990","317497","no rank","Eurypterygia"
"38991","317497","no rank","Ctenosquamata"
"38992","317497","no rank","Acanthomorphata"
"38993","317497","no rank","Euacanthomorphacea"
"38994","317497","no rank","Percomorphaceae"
"38995","317497","no rank","Eupercaria"
"38996","317497","order","Labriformes"
"38997","317497","family","Labridae"
"38998","317497","genus","Halichoeres"
"38999","317497","species","Halichoeres nebulosus"
"39000","241296","no rank","cellular organisms"
"39001","241296","superkingdom","Eukaryota"
"39002","241296","no rank","Opisthokonta"
"39003","241296","kingdom","Metazoa"
"39004","241296","no rank","Eumetazoa"
"39005","241296","no rank","Bilateria"
"39006","241296","no rank","Deuterostomia"
"39007","241296","phylum","Chordata"
"39008","241296","subphylum","Craniata"
"39009","241296","no rank","Vertebrata"
"39010","241296","no rank","Gnathostomata"
"39011","241296","no rank","Teleostomi"
"39012","241296","no rank","Euteleostomi"
"39013","241296","superclass","Actinopterygii"
"39014","241296","class","Actinopteri"
"39015","241296","subclass","Neopterygii"
"39016","241296","infraclass","Teleostei"
"39017","241296","no rank","Osteoglossocephalai"
"39018","241296","no rank","Clupeocephala"
"39019","241296","no rank","Euteleosteomorpha"
"39020","241296","no rank","Neoteleostei"
"39021","241296","no rank","Eurypterygia"
"39022","241296","no rank","Ctenosquamata"
"39023","241296","no rank","Acanthomorphata"
"39024","241296","no rank","Euacanthomorphacea"
"39025","241296","no rank","Percomorphaceae"
"39026","241296","no rank","Eupercaria"
"39027","241296","order","Labriformes"
"39028","241296","family","Labridae"
"39029","241296","genus","Halichoeres"
"39030","241296","species","Halichoeres miniatus"
"39031","161903","no rank","cellular organisms"
"39032","161903","superkingdom","Eukaryota"
"39033","161903","no rank","Opisthokonta"
"39034","161903","kingdom","Metazoa"
"39035","161903","no rank","Eumetazoa"
"39036","161903","no rank","Bilateria"
"39037","161903","no rank","Deuterostomia"
"39038","161903","phylum","Chordata"
"39039","161903","subphylum","Craniata"
"39040","161903","no rank","Vertebrata"
"39041","161903","no rank","Gnathostomata"
"39042","161903","no rank","Teleostomi"
"39043","161903","no rank","Euteleostomi"
"39044","161903","superclass","Actinopterygii"
"39045","161903","class","Actinopteri"
"39046","161903","subclass","Neopterygii"
"39047","161903","infraclass","Teleostei"
"39048","161903","no rank","Osteoglossocephalai"
"39049","161903","no rank","Clupeocephala"
"39050","161903","no rank","Euteleosteomorpha"
"39051","161903","no rank","Neoteleostei"
"39052","161903","no rank","Eurypterygia"
"39053","161903","no rank","Ctenosquamata"
"39054","161903","no rank","Acanthomorphata"
"39055","161903","no rank","Euacanthomorphacea"
"39056","161903","no rank","Percomorphaceae"
"39057","161903","no rank","Eupercaria"
"39058","161903","order","Labriformes"
"39059","161903","family","Labridae"
"39060","161903","genus","Halichoeres"
"39061","161903","species","Halichoeres chrysus"
"39062","241290","no rank","cellular organisms"
"39063","241290","superkingdom","Eukaryota"
"39064","241290","no rank","Opisthokonta"
"39065","241290","kingdom","Metazoa"
"39066","241290","no rank","Eumetazoa"
"39067","241290","no rank","Bilateria"
"39068","241290","no rank","Deuterostomia"
"39069","241290","phylum","Chordata"
"39070","241290","subphylum","Craniata"
"39071","241290","no rank","Vertebrata"
"39072","241290","no rank","Gnathostomata"
"39073","241290","no rank","Teleostomi"
"39074","241290","no rank","Euteleostomi"
"39075","241290","superclass","Actinopterygii"
"39076","241290","class","Actinopteri"
"39077","241290","subclass","Neopterygii"
"39078","241290","infraclass","Teleostei"
"39079","241290","no rank","Osteoglossocephalai"
"39080","241290","no rank","Clupeocephala"
"39081","241290","no rank","Euteleosteomorpha"
"39082","241290","no rank","Neoteleostei"
"39083","241290","no rank","Eurypterygia"
"39084","241290","no rank","Ctenosquamata"
"39085","241290","no rank","Acanthomorphata"
"39086","241290","no rank","Euacanthomorphacea"
"39087","241290","no rank","Percomorphaceae"
"39088","241290","no rank","Eupercaria"
"39089","241290","order","Labriformes"
"39090","241290","family","Labridae"
"39091","241290","genus","Halichoeres"
"39092","241290","species","Halichoeres argus"
"39093","241319","no rank","cellular organisms"
"39094","241319","superkingdom","Eukaryota"
"39095","241319","no rank","Opisthokonta"
"39096","241319","kingdom","Metazoa"
"39097","241319","no rank","Eumetazoa"
"39098","241319","no rank","Bilateria"
"39099","241319","no rank","Deuterostomia"
"39100","241319","phylum","Chordata"
"39101","241319","subphylum","Craniata"
"39102","241319","no rank","Vertebrata"
"39103","241319","no rank","Gnathostomata"
"39104","241319","no rank","Teleostomi"
"39105","241319","no rank","Euteleostomi"
"39106","241319","superclass","Actinopterygii"
"39107","241319","class","Actinopteri"
"39108","241319","subclass","Neopterygii"
"39109","241319","infraclass","Teleostei"
"39110","241319","no rank","Osteoglossocephalai"
"39111","241319","no rank","Clupeocephala"
"39112","241319","no rank","Euteleosteomorpha"
"39113","241319","no rank","Neoteleostei"
"39114","241319","no rank","Eurypterygia"
"39115","241319","no rank","Ctenosquamata"
"39116","241319","no rank","Acanthomorphata"
"39117","241319","no rank","Euacanthomorphacea"
"39118","241319","no rank","Percomorphaceae"
"39119","241319","no rank","Eupercaria"
"39120","241319","order","Labriformes"
"39121","241319","family","Labridae"
"39122","241319","genus","Macropharyngodon"
"39123","241319","species","Macropharyngodon meleagris"
"39124","317484","no rank","cellular organisms"
"39125","317484","superkingdom","Eukaryota"
"39126","317484","no rank","Opisthokonta"
"39127","317484","kingdom","Metazoa"
"39128","317484","no rank","Eumetazoa"
"39129","317484","no rank","Bilateria"
"39130","317484","no rank","Deuterostomia"
"39131","317484","phylum","Chordata"
"39132","317484","subphylum","Craniata"
"39133","317484","no rank","Vertebrata"
"39134","317484","no rank","Gnathostomata"
"39135","317484","no rank","Teleostomi"
"39136","317484","no rank","Euteleostomi"
"39137","317484","superclass","Actinopterygii"
"39138","317484","class","Actinopteri"
"39139","317484","subclass","Neopterygii"
"39140","317484","infraclass","Teleostei"
"39141","317484","no rank","Osteoglossocephalai"
"39142","317484","no rank","Clupeocephala"
"39143","317484","no rank","Euteleosteomorpha"
"39144","317484","no rank","Neoteleostei"
"39145","317484","no rank","Eurypterygia"
"39146","317484","no rank","Ctenosquamata"
"39147","317484","no rank","Acanthomorphata"
"39148","317484","no rank","Euacanthomorphacea"
"39149","317484","no rank","Percomorphaceae"
"39150","317484","no rank","Eupercaria"
"39151","317484","order","Labriformes"
"39152","317484","family","Labridae"
"39153","317484","genus","Macropharyngodon"
"39154","317484","species","Macropharyngodon choati"
"39155","241273","no rank","cellular organisms"
"39156","241273","superkingdom","Eukaryota"
"39157","241273","no rank","Opisthokonta"
"39158","241273","kingdom","Metazoa"
"39159","241273","no rank","Eumetazoa"
"39160","241273","no rank","Bilateria"
"39161","241273","no rank","Deuterostomia"
"39162","241273","phylum","Chordata"
"39163","241273","subphylum","Craniata"
"39164","241273","no rank","Vertebrata"
"39165","241273","no rank","Gnathostomata"
"39166","241273","no rank","Teleostomi"
"39167","241273","no rank","Euteleostomi"
"39168","241273","superclass","Actinopterygii"
"39169","241273","class","Actinopteri"
"39170","241273","subclass","Neopterygii"
"39171","241273","infraclass","Teleostei"
"39172","241273","no rank","Osteoglossocephalai"
"39173","241273","no rank","Clupeocephala"
"39174","241273","no rank","Euteleosteomorpha"
"39175","241273","no rank","Neoteleostei"
"39176","241273","no rank","Eurypterygia"
"39177","241273","no rank","Ctenosquamata"
"39178","241273","no rank","Acanthomorphata"
"39179","241273","no rank","Euacanthomorphacea"
"39180","241273","no rank","Percomorphaceae"
"39181","241273","no rank","Eupercaria"
"39182","241273","order","Labriformes"
"39183","241273","family","Labridae"
"39184","241273","genus","Cheilio"
"39185","241273","species","Cheilio inermis"
"39186","146818","no rank","cellular organisms"
"39187","146818","superkingdom","Eukaryota"
"39188","146818","no rank","Opisthokonta"
"39189","146818","kingdom","Metazoa"
"39190","146818","no rank","Eumetazoa"
"39191","146818","no rank","Bilateria"
"39192","146818","no rank","Deuterostomia"
"39193","146818","phylum","Chordata"
"39194","146818","subphylum","Craniata"
"39195","146818","no rank","Vertebrata"
"39196","146818","no rank","Gnathostomata"
"39197","146818","no rank","Teleostomi"
"39198","146818","no rank","Euteleostomi"
"39199","146818","superclass","Actinopterygii"
"39200","146818","class","Actinopteri"
"39201","146818","subclass","Neopterygii"
"39202","146818","infraclass","Teleostei"
"39203","146818","no rank","Osteoglossocephalai"
"39204","146818","no rank","Clupeocephala"
"39205","146818","no rank","Euteleosteomorpha"
"39206","146818","no rank","Neoteleostei"
"39207","146818","no rank","Eurypterygia"
"39208","146818","no rank","Ctenosquamata"
"39209","146818","no rank","Acanthomorphata"
"39210","146818","no rank","Euacanthomorphacea"
"39211","146818","no rank","Percomorphaceae"
"39212","146818","no rank","Eupercaria"
"39213","146818","order","Perciformes"
"39214","146818","suborder","Serranoidei"
"39215","146818","family","Serranidae"
"39216","146818","subfamily","Serraninae"
"39217","146818","genus","Serranus"
"39218","146818","species","Serranus tabacarius"
"39219","8073","no rank","cellular organisms"
"39220","8073","superkingdom","Eukaryota"
"39221","8073","no rank","Opisthokonta"
"39222","8073","kingdom","Metazoa"
"39223","8073","no rank","Eumetazoa"
"39224","8073","no rank","Bilateria"
"39225","8073","no rank","Deuterostomia"
"39226","8073","phylum","Chordata"
"39227","8073","subphylum","Craniata"
"39228","8073","no rank","Vertebrata"
"39229","8073","no rank","Gnathostomata"
"39230","8073","no rank","Teleostomi"
"39231","8073","no rank","Euteleostomi"
"39232","8073","superclass","Actinopterygii"
"39233","8073","class","Actinopteri"
"39234","8073","subclass","Neopterygii"
"39235","8073","infraclass","Teleostei"
"39236","8073","no rank","Osteoglossocephalai"
"39237","8073","no rank","Clupeocephala"
"39238","8073","no rank","Euteleosteomorpha"
"39239","8073","no rank","Neoteleostei"
"39240","8073","no rank","Eurypterygia"
"39241","8073","no rank","Ctenosquamata"
"39242","8073","no rank","Acanthomorphata"
"39243","8073","no rank","Euacanthomorphacea"
"39244","8073","no rank","Percomorphaceae"
"39245","8073","no rank","Eupercaria"
"39246","8073","order","Lophiiformes"
"39247","8073","suborder","Lophioidei"
"39248","8073","family","Lophiidae"
"39249","8073","genus","Lophius"
"39250","8073","species","Lophius americanus"
"39251","292417","no rank","cellular organisms"
"39252","292417","superkingdom","Eukaryota"
"39253","292417","no rank","Opisthokonta"
"39254","292417","kingdom","Metazoa"
"39255","292417","no rank","Eumetazoa"
"39256","292417","no rank","Bilateria"
"39257","292417","no rank","Deuterostomia"
"39258","292417","phylum","Chordata"
"39259","292417","subphylum","Craniata"
"39260","292417","no rank","Vertebrata"
"39261","292417","no rank","Gnathostomata"
"39262","292417","no rank","Teleostomi"
"39263","292417","no rank","Euteleostomi"
"39264","292417","superclass","Actinopterygii"
"39265","292417","class","Actinopteri"
"39266","292417","subclass","Neopterygii"
"39267","292417","infraclass","Teleostei"
"39268","292417","no rank","Osteoglossocephalai"
"39269","292417","no rank","Clupeocephala"
"39270","292417","no rank","Euteleosteomorpha"
"39271","292417","no rank","Neoteleostei"
"39272","292417","no rank","Eurypterygia"
"39273","292417","no rank","Ctenosquamata"
"39274","292417","no rank","Acanthomorphata"
"39275","292417","no rank","Euacanthomorphacea"
"39276","292417","no rank","Percomorphaceae"
"39277","292417","no rank","Eupercaria"
"39278","292417","order","Lophiiformes"
"39279","292417","suborder","Lophioidei"
"39280","292417","family","Lophiidae"
"39281","292417","genus","Lophiomus"
"39282","292417","species","Lophiomus setigerus"
"39283","225307","no rank","cellular organisms"
"39284","225307","superkingdom","Eukaryota"
"39285","225307","no rank","Opisthokonta"
"39286","225307","kingdom","Metazoa"
"39287","225307","no rank","Eumetazoa"
"39288","225307","no rank","Bilateria"
"39289","225307","no rank","Protostomia"
"39290","225307","no rank","Lophotrochozoa"
"39291","225307","phylum","Mollusca"
"39292","225307","class","Gastropoda"
"39293","225307","no rank","Patellogastropoda"
"39294","225307","superfamily","Lottioidea"
"39295","225307","family","Lottiidae"
"39296","225307","genus","Nipponacmea"
"39297","225307","species","Nipponacmea teramachii"
"39298","351115","no rank","cellular organisms"
"39299","351115","superkingdom","Eukaryota"
"39300","351115","no rank","Opisthokonta"
"39301","351115","kingdom","Metazoa"
"39302","351115","no rank","Eumetazoa"
"39303","351115","no rank","Bilateria"
"39304","351115","no rank","Protostomia"
"39305","351115","no rank","Lophotrochozoa"
"39306","351115","phylum","Mollusca"
"39307","351115","class","Gastropoda"
"39308","351115","no rank","Patellogastropoda"
"39309","351115","superfamily","Lottioidea"
"39310","351115","family","Lottiidae"
"39311","351115","genus","Lottia"
"39312","351115","species","Lottia filosa"
"39313","225164","no rank","cellular organisms"
"39314","225164","superkingdom","Eukaryota"
"39315","225164","no rank","Opisthokonta"
"39316","225164","kingdom","Metazoa"
"39317","225164","no rank","Eumetazoa"
"39318","225164","no rank","Bilateria"
"39319","225164","no rank","Protostomia"
"39320","225164","no rank","Lophotrochozoa"
"39321","225164","phylum","Mollusca"
"39322","225164","class","Gastropoda"
"39323","225164","no rank","Patellogastropoda"
"39324","225164","superfamily","Lottioidea"
"39325","225164","family","Lottiidae"
"39326","225164","genus","Lottia"
"39327","225164","species","Lottia gigantea"
"39328","225166","no rank","cellular organisms"
"39329","225166","superkingdom","Eukaryota"
"39330","225166","no rank","Opisthokonta"
"39331","225166","kingdom","Metazoa"
"39332","225166","no rank","Eumetazoa"
"39333","225166","no rank","Bilateria"
"39334","225166","no rank","Protostomia"
"39335","225166","no rank","Lophotrochozoa"
"39336","225166","phylum","Mollusca"
"39337","225166","class","Gastropoda"
"39338","225166","no rank","Patellogastropoda"
"39339","225166","superfamily","Lottioidea"
"39340","225166","family","Lottiidae"
"39341","225166","genus","Lottia"
"39342","225166","species","Lottia luchuana"
"39343","351177","no rank","cellular organisms"
"39344","351177","superkingdom","Eukaryota"
"39345","351177","no rank","Opisthokonta"
"39346","351177","kingdom","Metazoa"
"39347","351177","no rank","Eumetazoa"
"39348","351177","no rank","Bilateria"
"39349","351177","no rank","Protostomia"
"39350","351177","no rank","Lophotrochozoa"
"39351","351177","phylum","Mollusca"
"39352","351177","class","Gastropoda"
"39353","351177","no rank","Patellogastropoda"
"39354","351177","superfamily","Lottioidea"
"39355","351177","family","Lottiidae"
"39356","351177","genus","Lottia"
"39357","351177","species","Lottia sp. ESU 3"
"39358","351127","no rank","cellular organisms"
"39359","351127","superkingdom","Eukaryota"
"39360","351127","no rank","Opisthokonta"
"39361","351127","kingdom","Metazoa"
"39362","351127","no rank","Eumetazoa"
"39363","351127","no rank","Bilateria"
"39364","351127","no rank","Protostomia"
"39365","351127","no rank","Lophotrochozoa"
"39366","351127","phylum","Mollusca"
"39367","351127","class","Gastropoda"
"39368","351127","no rank","Patellogastropoda"
"39369","351127","superfamily","Lottioidea"
"39370","351127","family","Lottiidae"
"39371","351127","genus","Lottia"
"39372","351127","species","Lottia septiformis"
"39373","284139","no rank","cellular organisms"
"39374","284139","superkingdom","Eukaryota"
"39375","284139","no rank","Opisthokonta"
"39376","284139","kingdom","Metazoa"
"39377","284139","no rank","Eumetazoa"
"39378","284139","no rank","Bilateria"
"39379","284139","no rank","Protostomia"
"39380","284139","no rank","Lophotrochozoa"
"39381","284139","phylum","Mollusca"
"39382","284139","class","Gastropoda"
"39383","284139","no rank","Patellogastropoda"
"39384","284139","superfamily","Lottioidea"
"39385","284139","family","Lottiidae"
"39386","284139","genus","Lottia"
"39387","284139","species","Lottia onychitis"
"39388","225165","no rank","cellular organisms"
"39389","225165","superkingdom","Eukaryota"
"39390","225165","no rank","Opisthokonta"
"39391","225165","kingdom","Metazoa"
"39392","225165","no rank","Eumetazoa"
"39393","225165","no rank","Bilateria"
"39394","225165","no rank","Protostomia"
"39395","225165","no rank","Lophotrochozoa"
"39396","225165","phylum","Mollusca"
"39397","225165","class","Gastropoda"
"39398","225165","no rank","Patellogastropoda"
"39399","225165","superfamily","Lottioidea"
"39400","225165","family","Lottiidae"
"39401","225165","genus","Lottia"
"39402","225165","species","Lottia tenuisculpta"
"39403","225160","no rank","cellular organisms"
"39404","225160","superkingdom","Eukaryota"
"39405","225160","no rank","Opisthokonta"
"39406","225160","kingdom","Metazoa"
"39407","225160","no rank","Eumetazoa"
"39408","225160","no rank","Bilateria"
"39409","225160","no rank","Protostomia"
"39410","225160","no rank","Lophotrochozoa"
"39411","225160","phylum","Mollusca"
"39412","225160","class","Gastropoda"
"39413","225160","no rank","Patellogastropoda"
"39414","225160","superfamily","Lottioidea"
"39415","225160","family","Lottiidae"
"39416","225160","genus","Lottia"
"39417","225160","species","Lottia kogamogai"
"39418","142884","no rank","cellular organisms"
"39419","142884","superkingdom","Eukaryota"
"39420","142884","no rank","Opisthokonta"
"39421","142884","kingdom","Metazoa"
"39422","142884","no rank","Eumetazoa"
"39423","142884","no rank","Bilateria"
"39424","142884","no rank","Protostomia"
"39425","142884","no rank","Lophotrochozoa"
"39426","142884","phylum","Mollusca"
"39427","142884","class","Gastropoda"
"39428","142884","no rank","Patellogastropoda"
"39429","142884","superfamily","Lottioidea"
"39430","142884","family","Lottiidae"
"39431","142884","genus","Lottia"
"39432","142884","species","Lottia argrantesta"
"39433","380173","no rank","cellular organisms"
"39434","380173","superkingdom","Eukaryota"
"39435","380173","no rank","Opisthokonta"
"39436","380173","kingdom","Metazoa"
"39437","380173","no rank","Eumetazoa"
"39438","380173","no rank","Bilateria"
"39439","380173","no rank","Protostomia"
"39440","380173","no rank","Lophotrochozoa"
"39441","380173","phylum","Mollusca"
"39442","380173","class","Bivalvia"
"39443","380173","no rank","Heteroconchia"
"39444","380173","infraclass","Euheterodonta"
"39445","380173","order","Veneroida"
"39446","380173","superfamily","Veneroidea"
"39447","380173","family","Veneridae"
"39448","380173","genus","Ameghinomya"
"39449","380173","species","Ameghinomya antiqua"
"39450","380106","no rank","cellular organisms"
"39451","380106","superkingdom","Eukaryota"
"39452","380106","no rank","Opisthokonta"
"39453","380106","kingdom","Metazoa"
"39454","380106","no rank","Eumetazoa"
"39455","380106","no rank","Bilateria"
"39456","380106","no rank","Protostomia"
"39457","380106","no rank","Lophotrochozoa"
"39458","380106","phylum","Mollusca"
"39459","380106","class","Bivalvia"
"39460","380106","no rank","Heteroconchia"
"39461","380106","infraclass","Euheterodonta"
"39462","380106","order","Veneroida"
"39463","380106","superfamily","Veneroidea"
"39464","380106","family","Veneridae"
"39465","380106","genus","Periglypta"
"39466","380106","species","Periglypta puerpera"
"39467","6596","no rank","cellular organisms"
"39468","6596","superkingdom","Eukaryota"
"39469","6596","no rank","Opisthokonta"
"39470","6596","kingdom","Metazoa"
"39471","6596","no rank","Eumetazoa"
"39472","6596","no rank","Bilateria"
"39473","6596","no rank","Protostomia"
"39474","6596","no rank","Lophotrochozoa"
"39475","6596","phylum","Mollusca"
"39476","6596","class","Bivalvia"
"39477","6596","no rank","Heteroconchia"
"39478","6596","infraclass","Euheterodonta"
"39479","6596","order","Veneroida"
"39480","6596","superfamily","Veneroidea"
"39481","6596","family","Veneridae"
"39482","6596","genus","Mercenaria"
"39483","6596","species","Mercenaria mercenaria"
"39484","1237092","no rank","cellular organisms"
"39485","1237092","superkingdom","Eukaryota"
"39486","1237092","no rank","Opisthokonta"
"39487","1237092","kingdom","Metazoa"
"39488","1237092","no rank","Eumetazoa"
"39489","1237092","no rank","Bilateria"
"39490","1237092","no rank","Protostomia"
"39491","1237092","no rank","Lophotrochozoa"
"39492","1237092","phylum","Mollusca"
"39493","1237092","class","Bivalvia"
"39494","1237092","no rank","Heteroconchia"
"39495","1237092","infraclass","Euheterodonta"
"39496","1237092","order","Myoida"
"39497","1237092","superfamily","Hiatelloidea"
"39498","1237092","family","Hiatellidae"
"39499","1237092","genus","Panopea"
"39500","1237092","species","Panopea globosa"
"39501","102973","no rank","cellular organisms"
"39502","102973","superkingdom","Eukaryota"
"39503","102973","no rank","Opisthokonta"
"39504","102973","kingdom","Metazoa"
"39505","102973","no rank","Eumetazoa"
"39506","102973","no rank","Bilateria"
"39507","102973","no rank","Protostomia"
"39508","102973","no rank","Ecdysozoa"
"39509","102973","no rank","Panarthropoda"
"39510","102973","phylum","Arthropoda"
"39511","102973","no rank","Mandibulata"
"39512","102973","no rank","Pancrustacea"
"39513","102973","subphylum","Crustacea"
"39514","102973","class","Malacostraca"
"39515","102973","subclass","Eumalacostraca"
"39516","102973","superorder","Eucarida"
"39517","102973","order","Euphausiacea"
"39518","102973","family","Euphausiidae"
"39519","102973","genus","Nyctiphanes"
"39520","102973","species","Nyctiphanes australis"
"39521","209423","no rank","cellular organisms"
"39522","209423","superkingdom","Eukaryota"
"39523","209423","no rank","Opisthokonta"
"39524","209423","kingdom","Metazoa"
"39525","209423","no rank","Eumetazoa"
"39526","209423","no rank","Bilateria"
"39527","209423","no rank","Protostomia"
"39528","209423","no rank","Ecdysozoa"
"39529","209423","no rank","Panarthropoda"
"39530","209423","phylum","Arthropoda"
"39531","209423","no rank","Mandibulata"
"39532","209423","no rank","Pancrustacea"
"39533","209423","subphylum","Crustacea"
"39534","209423","class","Malacostraca"
"39535","209423","subclass","Eumalacostraca"
"39536","209423","superorder","Eucarida"
"39537","209423","order","Euphausiacea"
"39538","209423","family","Euphausiidae"
"39539","209423","genus","Nyctiphanes"
"39540","209423","species","Nyctiphanes simplex"
"39541","187594","no rank","cellular organisms"
"39542","187594","superkingdom","Eukaryota"
"39543","187594","no rank","Opisthokonta"
"39544","187594","kingdom","Metazoa"
"39545","187594","no rank","Eumetazoa"
"39546","187594","no rank","Bilateria"
"39547","187594","no rank","Protostomia"
"39548","187594","no rank","Lophotrochozoa"
"39549","187594","phylum","Nemertea"
"39550","187594","class","Enopla"
"39551","187594","subclass","Hoplonemertea"
"39552","187594","order","Monostilifera"
"39553","187594","family","Amphiporidae"
"39554","187594","genus","Amphiporus"
"39555","187594","species","Amphiporus lactifloreus"
"39556","187733","no rank","cellular organisms"
"39557","187733","superkingdom","Eukaryota"
"39558","187733","no rank","Opisthokonta"
"39559","187733","kingdom","Metazoa"
"39560","187733","no rank","Eumetazoa"
"39561","187733","no rank","Bilateria"
"39562","187733","no rank","Protostomia"
"39563","187733","no rank","Lophotrochozoa"
"39564","187733","phylum","Nemertea"
"39565","187733","class","Enopla"
"39566","187733","subclass","Hoplonemertea"
"39567","187733","order","Monostilifera"
"39568","187733","genus","Paranemertes"
"39569","187733","species","Paranemertes sp. 249"
"39570","71494","no rank","cellular organisms"
"39571","71494","superkingdom","Eukaryota"
"39572","71494","no rank","Opisthokonta"
"39573","71494","kingdom","Metazoa"
"39574","71494","no rank","Eumetazoa"
"39575","71494","no rank","Bilateria"
"39576","71494","no rank","Protostomia"
"39577","71494","no rank","Lophotrochozoa"
"39578","71494","phylum","Mollusca"
"39579","71494","class","Gastropoda"
