"X1","X2","dist","Bray_Curtis","Morisita","Morisita_Horn","Jaccard","Gower","Bray_Curtis_bin","Morisita_bin","Morisita_Horn_bin","Jaccard_bin","Gower_bin"
"PCT-S-0000","PCT-S-0250",249.998332418302,0.565365283267776,0.876255338324144,0.876244158126277,0.394083090750481,0.922024464708217,0.357142857142857,1,0.357142857142857,0.217391304347826,0.878378378378378
"PCT-N-0000","PCT-N-0250",249.998467307902,0.202543195383194,0.13875538485817,0.138751240319621,0.112683205995803,0.918985406383911,0.571428571428571,1,0.571428571428571,0.4,0.918918918918919
"PCT-C-0250","PCT-C-0500",250.001146970639,0.176450219759468,0.165502689288739,0.165497770430803,0.0967619429266108,0.847616792105408,0.114285714285714,1,0.114285714285714,0.0606060606060607,0.790540540540541
"PCT-S-0250","PCT-S-0500",250.001453472142,0.379622322134952,0.378736140328093,0.378729932684662,0.234280147968422,0.927273920868673,0.551724137931034,1,0.551724137931034,0.380952380952381,0.912162162162162
"PCT-N-0250","PCT-N-0500",250.001583942816,0.52878984784139,0.72461532499612,0.724602033125956,0.359425094413284,0.929815095892209,0.64,1,0.64,0.470588235294118,0.939189189189189
"PCT-N-0125","PCT-N-0500",374.997440872917,0.490881204225564,0.56808127581515,0.568071772375523,0.325276714861707,0.883314976975744,0.333333333333333,1,0.333333333333333,0.2,0.864864864864865
"PCT-C-0125","PCT-C-0500",374.998937539823,0.222308395962149,0.255120817789284,0.255113537076657,0.125054534463232,0.872819414412297,0.222222222222222,1,0.222222222222222,0.125,0.810810810810811
"PCT-S-0125","PCT-S-0500",375.002265593639,0.480055620002285,0.53577503044538,0.535761144699178,0.315837622954997,0.895485096022314,0.555555555555556,1,0.555555555555556,0.384615384615385,0.891891891891892
"PCT-C-0075","PCT-C-0500",425.001062736434,0.665772968397163,0.810156874512317,0.810134590663485,0.498995262895667,0.94358934288878,0.777777777777778,1,0.777777777777778,0.636363636363636,0.945945945945946
"PCT-N-0075","PCT-N-0500",425.001233018011,0.493677214331389,0.622968686227793,0.62295936292564,0.327736670405779,0.889047575855543,0.303030303030303,1,0.303030303030303,0.178571428571428,0.844594594594595
"PCT-S-0075","PCT-S-0500",425.002156439701,0.36692088878357,0.425512864943054,0.42549756907879,0.224680412763508,0.88377394588158,0.486486486486487,1,0.486486486486487,0.321428571428572,0.871621621621622
"PCT-S-0500","PCT-S-1000",499.995769322002,0.328936061003161,0.36982131106751,0.369809015830638,0.196842295095319,0.87848890681317,0.32258064516129,1,0.32258064516129,0.192307692307692,0.858108108108108
"PCT-C-0000","PCT-C-0500",499.998459591902,0.241122089974374,0.275333162044674,0.275324701294383,0.137088588468805,0.879625870727287,0.228571428571429,1,0.228571428571429,0.129032258064516,0.817567567567568
"PCT-S-0000","PCT-S-0500",499.999785880921,0.178387935115499,0.31154205302355,0.311534670050839,0.0979286087056137,0.88015048060761,0.206896551724138,1,0.206896551724138,0.115384615384615,0.844594594594595
"PCT-N-0000","PCT-N-0500",500.00005124124,0.205709946495887,0.233244330706496,0.233240229922597,0.114646985917439,0.914162805898728,0.444444444444444,1,0.444444444444444,0.285714285714286,0.898648648648649
"PCT-C-0500","PCT-C-1000",500.00088954365,0.317037735616854,0.419789985721118,0.419780725752755,0.188380774974214,0.909537991972064,0.451612903225806,1,0.451612903225806,0.291666666666667,0.885135135135135
"PCT-N-0500","PCT-N-1000",500.001042880532,0.406330201727653,0.510114236851035,0.510104627261234,0.254965113957825,0.885556238601767,0.315789473684211,1,0.315789473684211,0.1875,0.824324324324324
"PCT-S-0250","PCT-S-1000",749.997222781971,0.482431494751102,0.660546209587988,0.660535326126991,0.317897671889269,0.912762064576937,0.4,1,0.4,0.25,0.878378378378378
"PCT-C-0250","PCT-C-1000",750.002036513778,0.203890757631471,0.391979484306399,0.391969821227657,0.113518015954643,0.857209762782208,0.125,1,0.125,0.0666666666666667,0.810810810810811
"PCT-N-0250","PCT-N-1000",750.002626823296,0.369055009350581,0.493200632176943,0.493184511927679,0.226282928894879,0.884452404255965,0.307692307692308,1,0.307692307692308,0.181818181818182,0.817567567567568
"PCT-C-0125","PCT-S-0250",787.951981748815,0.256128883435393,0.323626560710061,0.323621371451781,0.146873746002492,0.899979881045236,0.424242424242424,1,0.424242424242424,0.269230769230769,0.871621621621622
"PCT-C-0000","PCT-S-0125",787.960147745249,0.523191866898093,0.756792920883453,0.75677247364262,0.354272064983265,0.884797995528278,0.512820512820513,1,0.512820512820513,0.344827586206897,0.871621621621622
"PCT-C-0075","PCT-S-0250",788.656545034851,0.459813258509742,0.617414590558857,0.61740495693844,0.298543836356385,0.918168230715613,0.484848484848485,1,0.484848484848485,0.32,0.885135135135135
"PCT-C-0000","PCT-S-0075",790.429647364765,0.471447656626225,0.649443266087591,0.649418705016774,0.308427551512996,0.875277149398291,0.5,1,0.5,0.333333333333333,0.864864864864865
"PCT-C-0075","PCT-S-0125",792.840122939094,0.448065604615181,0.648690181945758,0.648674373152455,0.28871426907455,0.875406673525169,0.4,1,0.4,0.25,0.837837837837838
